Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id,m1,m2,m3,m4,m5
0.0,0.00,4301.0,5197,36.76,82.75,153.0,9,12,17,12,Bangladesh,Dhaka,2005,45224,49.0,8.0,73.0,26.0,62.0
25.0,67.56,4301.0,5234,36.66,82.65,153.0,9,13,17,12,India,Dhaka,2006,45224,8.0,73.0,26.0,62.0,0.0
5.0,100.00,4326.0,5239,36.39,82.66,153.0,9,13,17,12,England,The Oval,2029,45224,73.0,26.0,62.0,0.0,25.0
5.0,55.55,4331.0,5248,36.13,82.62,153.0,9,13,17,12,Zimbabwe,Canterbury,2030,45224,26.0,62.0,0.0,25.0,5.0
1.0,14.28,4336.0,5255,35.84,82.53,153.0,9,13,17,12,England,Manchester,2032,45224,62.0,0.0,25.0,5.0,5.0
93.0,95.87,4337.0,5352,36.61,82.77,153.0,9,13,17,12,Zimbabwe,Cardiff,2033,45224,0.0,25.0,5.0,5.0,1.0
2.0,25.00,4430.0,5360,36.32,82.68,153.0,10,13,18,12,England,Birmingham,2035,45224,25.0,5.0,5.0,1.0,93.0
2.0,40.00,4432.0,5365,36.04,82.64,153.0,10,13,18,12,Zimbabwe,Southampton,2036,45224,5.0,5.0,1.0,93.0,2.0
9.0,36.00,4434.0,5390,35.83,82.43,153.0,10,13,18,12,England,Lord's,2037,45224,5.0,1.0,93.0,2.0,2.0
4.0,57.14,4443.0,5397,35.57,82.39,153.0,10,13,18,12,Pakistan,Faisalabad,2048,45224,1.0,93.0,2.0,2.0,9.0
41.0,89.13,4447.0,5443,35.61,82.45,153.0,10,13,18,12,Pakistan,Rawalpindi,2049,45224,93.0,2.0,2.0,9.0,4.0
34.0,53.96,4488.0,5506,35.6,82.12,153.0,10,13,18,12,Pakistan,Rawalpindi,2050,45224,2.0,2.0,9.0,4.0,41.0
10.0,38.46,4522.0,5532,35.4,81.92,153.0,10,13,18,12,West Indies,Cape Town,2088,45224,2.0,9.0,4.0,41.0,34.0
10.0,41.66,4532.0,5556,35.2,81.74,153.0,10,13,18,12,West Indies,Port Elizabeth,2090,45224,9.0,4.0,41.0,34.0,10.0
7.0,77.77,4542.0,5565,35.26,81.74,153.0,10,13,18,12,West Indies,Durban,2092,45224,4.0,41.0,34.0,10.0,10.0
18.0,66.66,4549.0,5592,35.13,81.67,153.0,11,13,18,12,West Indies,Centurion,2094,45224,41.0,34.0,10.0,10.0,7.0
15.0,83.33,4567.0,5610,34.97,81.67,153.0,11,13,18,12,West Indies,Johannesburg,2096,45224,34.0,10.0,10.0,7.0,18.0
43.0,75.43,4582.0,5667,35.03,81.61,153.0,11,13,18,12,New Zealand,Auckland,2099,45224,10.0,10.0,7.0,18.0,15.0
0.0,0.00,4625.0,5669,34.77,81.58,153.0,11,13,18,12,New Zealand,Christchurch,2100,45224,10.0,7.0,18.0,15.0,43.0
69.0,107.81,4625.0,5733,35.02,81.87,153.0,11,14,18,12,New Zealand,Wellington,2101,45224,7.0,18.0,15.0,43.0,0.0
16.0,57.14,4694.0,5761,34.88,81.75,153.0,11,14,19,12,New Zealand,Dunedin,2104,45224,18.0,15.0,43.0,0.0,69.0
13.0,162.50,4710.0,5769,34.72,81.86,153.0,11,14,19,12,New Zealand,Auckland,2107,45224,15.0,43.0,0.0,69.0,16.0
3.0,50.00,4723.0,5775,34.49,81.83,153.0,11,14,19,12,New Zealand,Napier,2109,45224,43.0,0.0,69.0,16.0,13.0
0.0,0.00,4726.0,5788,34.24,81.65,153.0,11,14,19,12,Sri Lanka,Colombo (RPS),2156,45224,0.0,69.0,16.0,13.0,3.0
7.0,41.17,4726.0,5805,34.05,81.53,153.0,11,15,19,12,Sri Lanka,Colombo (RPS),2158,45224,69.0,16.0,13.0,3.0,0.0
49.0,59.75,4733.0,5887,34.15,81.22,153.0,11,15,19,12,Sri Lanka,Dambulla,2160,45224,16.0,13.0,3.0,0.0,7.0
27.0,100.00,4782.0,5914,34.1,81.31,153.0,11,15,19,12,Sri Lanka,Dambulla,2161,45224,13.0,3.0,0.0,7.0,49.0
6.0,60.00,4809.0,5924,33.9,81.27,153.0,11,15,19,12,Sri Lanka,Colombo (SSC),2163,45224,3.0,0.0,7.0,49.0,27.0
4.0,36.36,4815.0,5935,33.69,81.19,153.0,11,15,19,12,Bangladesh,Birmingham,2171,45224,0.0,7.0,49.0,27.0,6.0
101.0,74.81,4819.0,6070,34.16,81.05,153.0,11,15,19,12,West Indies,The Oval,2178,45224,7.0,49.0,27.0,6.0,4.0
2.0,50.00,4920.0,6074,33.94,81.03,153.0,11,15,19,13,England,Johannesburg,2216,45224,49.0,27.0,6.0,4.0,101.0
78.0,77.22,4922.0,6175,34.24,80.97,153.0,11,15,19,13,England,Bloemfontein,2219,45224,27.0,6.0,4.0,101.0,2.0
50.0,83.33,5000.0,6235,34.35,80.99,153.0,11,15,20,13,England,Port Elizabeth,2221,45224,6.0,4.0,101.0,2.0,78.0
100.0,86.95,5050.0,6350,34.79,81.10,153.0,11,15,21,13,England,Cape Town,2223,45224,4.0,101.0,2.0,78.0,50.0
8.0,66.66,5150.0,6362,34.61,81.07,153.0,11,15,21,14,England,East London,2224,45224,101.0,2.0,78.0,50.0,100.0
118.0,88.72,5158.0,6495,35.17,81.23,153.0,11,15,21,14,England,Durban,2225,45224,2.0,78.0,50.0,100.0,8.0
0.0,0.00,5276.0,6497,34.94,81.20,153.0,11,15,21,15,England,Centurion,2226,45224,78.0,50.0,100.0,8.0,118.0
40.0,85.10,5276.0,6544,34.97,81.23,153.0,11,16,21,15,Zimbabwe,Johannesburg,2229,45224,50.0,100.0,8.0,118.0,0.0
75.0,102.73,5316.0,6617,35.23,81.47,153.0,11,16,21,15,Zimbabwe,Durban,2231,45224,100.0,8.0,118.0,0.0,40.0
21.0,70.00,5391.0,6647,35.14,81.42,153.0,11,16,22,15,Zimbabwe,Port Elizabeth,2233,45224,8.0,118.0,0.0,40.0,75.0
40.0,111.11,5412.0,6683,35.4,81.58,153.0,11,16,22,15,West Indies,Kingston,2241,45224,118.0,0.0,40.0,75.0,21.0
44.0,77.19,5452.0,6740,35.68,81.54,153.0,12,16,22,15,West Indies,Kingston,2242,45224,0.0,40.0,75.0,21.0,40.0
11.0,183.33,5496.0,6746,35.52,81.63,153.0,13,16,22,15,West Indies,Bridgetown,2243,45224,40.0,75.0,21.0,40.0,44.0
25.0,36.23,5507.0,6815,35.46,81.17,153.0,13,16,22,15,New Zealand,Bloemfontein,2285,45224,75.0,21.0,40.0,44.0,11.0
33.0,62.26,5532.0,6868,35.44,81.02,153.0,13,16,22,15,New Zealand,Cape Town,2288,45224,21.0,40.0,44.0,11.0,25.0
81.0,86.17,5565.0,6962,35.73,81.09,153.0,13,16,22,15,New Zealand,Port Elizabeth,2289,45224,40.0,44.0,11.0,25.0,33.0
16.0,59.25,5646.0,6989,35.61,81.01,153.0,13,16,23,15,Australia,Brisbane,2314,45224,44.0,11.0,25.0,33.0,81.0
7.0,43.75,5662.0,7005,35.43,80.92,153.0,13,16,23,15,Sri Lanka,Brisbane,2315,45224,11.0,25.0,33.0,81.0,16.0
39.0,73.58,5669.0,7058,35.45,80.87,153.0,13,16,23,15,Australia,Melbourne (Docklands),2316,45224,25.0,33.0,81.0,16.0,7.0
68.0,104.61,5708.0,7123,35.65,81.08,153.0,13,16,23,15,Sri Lanka,Adelaide,2318,45224,33.0,81.0,16.0,7.0,39.0
4.0,50.00,5776.0,7131,35.46,81.05,153.0,13,16,24,15,Sri Lanka,Perth,2321,45224,81.0,16.0,7.0,39.0,68.0
33.0,82.50,5780.0,7171,35.44,81.06,153.0,13,16,24,15,Australia,Melbourne (Docklands),2322,45224,16.0,7.0,39.0,68.0,4.0
46.0,85.18,5813.0,7225,35.5,81.09,153.0,13,16,24,15,Australia,Sydney,2323,45224,7.0,39.0,68.0,4.0,33.0
0.0,0.00,5859.0,7228,35.29,81.05,153.0,13,16,24,15,Sri Lanka,Hobart,2325,45224,39.0,68.0,4.0,33.0,46.0
0.0,0.00,5859.0,7229,35.08,81.04,153.0,13,17,24,15,Australia,Centurion,2341,45224,68.0,4.0,33.0,46.0,0.0
66.0,92.95,5859.0,7300,35.26,81.16,153.0,13,18,24,15,Australia,Cape Town,2345,45224,4.0,33.0,46.0,0.0,0.0
16.0,53.33,5925.0,7330,35.15,81.05,153.0,13,18,25,15,Australia,Port Elizabeth,2347,45224,33.0,46.0,0.0,0.0,66.0
1.0,10.00,5941.0,7340,34.95,80.95,153.0,13,18,25,15,Australia,Durban,2348,45224,46.0,0.0,0.0,66.0,16.0
175.0,157.65,5942.0,7451,35.77,82.09,175.0,13,18,25,15,Australia,Johannesburg,2349,45224,0.0,0.0,66.0,16.0,1.0
2.0,50.00,6117.0,7455,35.57,82.07,175.0,13,18,25,16,Zimbabwe,Bloemfontein,2415,45224,0.0,66.0,16.0,1.0,175.0
0.0,0.00,6119.0,7457,35.36,82.05,175.0,13,18,25,16,New Zealand,Mumbai (BS),2430,45224,66.0,16.0,1.0,175.0,2.0
16.0,88.88,6119.0,7475,35.25,82.07,175.0,13,19,25,16,Sri Lanka,Ahmedabad,2435,45224,16.0,1.0,175.0,2.0,0.0
0.0,0.00,6135.0,7476,35.05,82.06,175.0,13,19,25,16,Pakistan,Mohali,2438,45224,1.0,175.0,2.0,0.0,16.0
77.0,85.55,6135.0,7566,35.29,82.10,175.0,13,20,25,16,West Indies,Jaipur,2442,45224,175.0,2.0,0.0,16.0,0.0
2.0,14.28,6212.0,7580,35.1,81.97,175.0,13,20,26,16,India,Durban,2447,45224,2.0,0.0,16.0,0.0,77.0
35.0,87.50,6214.0,7620,35.1,82.00,175.0,13,20,26,16,India,Cape Town,2449,45224,0.0,16.0,0.0,77.0,2.0
93.0,75.60,6249.0,7743,35.62,81.90,175.0,13,20,26,16,India,Port Elizabeth,2452,45224,16.0,0.0,77.0,2.0,35.0
14.0,100.00,6342.0,7757,35.5,81.93,175.0,14,20,27,16,Pakistan,Durban,2513,45224,0.0,77.0,2.0,35.0,93.0
72.0,180.00,6356.0,7797,35.71,82.44,175.0,14,20,27,16,Netherlands,Basseterre,2537,45224,77.0,2.0,35.0,93.0,14.0
17.0,89.47,6428.0,7816,35.6,82.45,175.0,14,20,28,16,Australia,Basseterre,2552,45224,2.0,35.0,93.0,14.0,72.0
31.0,60.78,6445.0,7867,35.58,82.31,175.0,14,20,28,16,Sri Lanka,Providence,2556,45224,35.0,93.0,14.0,72.0,17.0
6.0,40.00,6476.0,7882,35.42,82.23,175.0,14,20,28,16,Ireland,Providence,2562,45224,93.0,14.0,72.0,17.0,31.0
56.0,94.91,6482.0,7941,35.72,82.33,175.0,14,20,28,16,Bangladesh,Providence,2564,45224,14.0,72.0,17.0,31.0,6.0
61.0,152.50,6538.0,7981,36.06,82.68,175.0,15,20,29,16,West Indies,St George's,2567,45224,72.0,17.0,31.0,6.0,56.0
60.0,60.00,6599.0,8081,36.19,82.40,175.0,16,20,30,16,New Zealand,St George's,2571,45224,17.0,31.0,6.0,56.0,61.0
39.0,79.59,6659.0,8130,36.2,82.38,175.0,16,20,31,16,Australia,Gros Islet,2580,45224,31.0,6.0,56.0,61.0,60.0
2.0,50.00,6698.0,8134,36.02,82.37,175.0,16,20,31,16,Ireland,Belfast,2591,45224,6.0,56.0,61.0,60.0,39.0
5.0,71.42,6700.0,8141,35.85,82.36,175.0,16,20,31,16,India,Belfast,2592,45224,56.0,61.0,60.0,39.0,2.0
17.0,60.71,6705.0,8169,35.75,82.28,175.0,16,20,31,16,India,Belfast,2593,45224,61.0,60.0,39.0,2.0,5.0
56.0,83.58,6722.0,8236,35.86,82.29,175.0,16,20,31,16,India,Belfast,2595,45224,60.0,39.0,2.0,5.0,17.0
111.0,111.00,6778.0,8336,36.25,82.64,175.0,16,20,32,16,Zimbabwe,Harare,2614,45224,39.0,2.0,5.0,17.0,56.0
102.0,79.68,6889.0,8464,36.6,82.59,175.0,16,20,32,17,Pakistan,Lahore,2633,45224,2.0,5.0,17.0,56.0,111.0
0.0,0.00,6991.0,8465,36.41,82.58,175.0,16,20,32,18,Pakistan,Lahore,2635,45224,5.0,17.0,56.0,111.0,102.0
19.0,73.07,6991.0,8491,36.32,82.55,175.0,16,21,32,18,Pakistan,Faisalabad,2637,45224,17.0,56.0,111.0,102.0,0.0
39.0,111.42,7010.0,8526,36.33,82.67,175.0,16,21,32,18,Pakistan,Multan,2639,45224,56.0,111.0,102.0,0.0,19.0
54.0,88.52,7049.0,8587,36.42,82.71,175.0,16,21,32,18,Pakistan,Lahore,2642,45224,111.0,102.0,0.0,19.0,39.0
0.0,0.00,7103.0,8589,36.23,82.69,175.0,16,21,33,18,New Zealand,Port Elizabeth,2650,45224,102.0,0.0,19.0,39.0,54.0
119.0,117.82,7103.0,8690,36.65,83.10,175.0,16,22,33,18,New Zealand,Cape Town,2652,45224,0.0,19.0,39.0,54.0,0.0
5.0,50.00,7222.0,8700,36.5,83.06,175.0,16,22,33,19,West Indies,Cape Town,2664,45224,19.0,39.0,54.0,0.0,119.0
15.0,78.94,7227.0,8719,36.39,83.05,175.0,16,22,33,19,West Indies,Port Elizabeth,2666,45224,39.0,54.0,0.0,119.0,5.0
39.0,75.00,7242.0,8771,36.4,83.01,175.0,16,22,33,19,West Indies,Durban,2668,45224,54.0,0.0,119.0,5.0,15.0
102.0,121.42,7281.0,8855,36.73,83.37,175.0,16,22,33,19,West Indies,Johannesburg,2671,45224,0.0,119.0,5.0,15.0,39.0
57.0,67.85,7383.0,8939,36.83,83.23,175.0,16,22,33,20,Bangladesh,Chattogram,2690,45224,119.0,5.0,15.0,39.0,102.0
3.0,21.42,7440.0,8953,36.66,83.13,175.0,16,22,34,20,Bangladesh,Dhaka,2691,45224,5.0,15.0,39.0,102.0,57.0
10.0,58.82,7443.0,8970,36.53,83.08,175.0,16,22,34,20,Bangladesh,Dhaka,2692,45224,15.0,39.0,102.0,57.0,3.0
37.0,84.09,7453.0,9014,36.53,83.09,175.0,16,22,34,20,England,Leeds,2748,45224,39.0,102.0,57.0,3.0,10.0
10.0,66.66,7490.0,9029,36.4,83.06,175.0,16,22,34,20,England,Nottingham,2754,45224,102.0,57.0,3.0,10.0,37.0
12.0,75.00,7500.0,9045,36.28,83.05,175.0,16,22,34,20,England,The Oval,2757,45224,57.0,3.0,10.0,37.0,10.0
74.0,98.66,7512.0,9120,36.47,83.17,175.0,16,22,34,20,England,Lord's,2759,45224,3.0,10.0,37.0,10.0,12.0
3.0,42.85,7586.0,9127,36.31,83.14,175.0,16,22,35,20,England,Cardiff,2761,45224,10.0,37.0,10.0,12.0,74.0
44.0,97.77,7589.0,9172,36.34,83.22,175.0,16,22,35,20,Kenya,Bloemfontein,2769,45224,37.0,10.0,12.0,74.0,3.0
2.0,33.33,7633.0,9178,36.18,83.18,175.0,16,22,35,20,Kenya,Kimberley,2770,45224,10.0,12.0,74.0,3.0,44.0
22.0,78.57,7635.0,9206,36.11,83.17,175.0,16,22,35,20,Australia,Melbourne,2795,45224,12.0,74.0,3.0,44.0,2.0
19.0,51.35,7657.0,9243,36.03,83.04,175.0,16,22,35,20,Australia,Hobart,2796,45224,74.0,3.0,44.0,2.0,22.0
64.0,123.07,7676.0,9295,36.16,83.27,175.0,16,22,35,20,Australia,Sydney,2802,45224,3.0,44.0,2.0,22.0,19.0
38.0,131.03,7740.0,9324,36.17,83.41,175.0,16,22,36,20,Australia,Adelaide,2804,45224,44.0,2.0,22.0,19.0,64.0
7.0,46.66,7778.0,9339,36.04,83.36,175.0,16,22,36,20,Australia,Perth,2808,45224,2.0,22.0,19.0,64.0,38.0
33.0,89.18,7785.0,9376,36.02,83.38,175.0,16,22,36,20,Australia,Durban,2832,45224,22.0,19.0,64.0,38.0,7.0
2.0,28.57,7818.0,9383,35.87,83.34,175.0,16,22,36,20,Australia,Centurion,2834,45224,19.0,64.0,38.0,7.0,33.0
26.0,55.31,7820.0,9430,35.82,83.20,175.0,16,22,36,20,Australia,Cape Town,2839,45224,64.0,38.0,7.0,33.0,2.0
110.0,94.82,7846.0,9546,36.16,83.34,175.0,16,22,36,20,Australia,Port Elizabeth,2840,45224,38.0,7.0,33.0,2.0,26.0
82.0,81.18,7956.0,9647,36.37,83.32,175.0,16,22,36,21,Australia,Johannesburg,2841,45224,7.0,33.0,2.0,26.0,110.0
22.0,84.61,8038.0,9673,36.3,83.32,175.0,16,22,37,21,England,Centurion,2900,45224,33.0,2.0,26.0,110.0,82.0
27.0,67.50,8060.0,9713,36.26,83.25,175.0,16,22,37,21,India,Jaipur,2961,45224,2.0,26.0,110.0,82.0,22.0
7.0,87.50,8087.0,9721,36.13,83.26,175.0,16,22,37,21,India,Gwalior,2962,45224,26.0,110.0,82.0,22.0,27.0
7.0,63.63,210.0,115,36.16,188.69,102.0,0,1,1,1,Sri Lanka,Sharjah,1140,42639,102.0,14.0,28.0,66.0,0.0
20.0,111.11,217.0,133,33.85,178.19,102.0,0,1,1,1,New Zealand,Sharjah,1141,42639,14.0,28.0,66.0,0.0,7.0
3.0,37.50,237.0,141,30.0,170.21,102.0,0,1,1,1,New Zealand,Sharjah,1144,42639,28.0,66.0,0.0,7.0,20.0
21.0,131.25,240.0,157,29.0,166.24,102.0,0,1,1,1,New Zealand,Sharjah,1145,42639,66.0,0.0,7.0,20.0,3.0
16.0,200.00,261.0,165,27.7,167.87,102.0,0,1,1,1,New Zealand,Gujranwala,1146,42639,0.0,7.0,20.0,3.0,21.0
2.0,25.00,277.0,173,25.36,161.27,102.0,0,1,1,1,New Zealand,Sialkot,1148,42639,7.0,20.0,3.0,21.0,16.0
6.0,100.00,279.0,179,23.75,159.21,102.0,0,1,1,1,Australia,Adelaide,1152,42639,20.0,3.0,21.0,16.0,2.0
3.0,21.42,285.0,193,22.15,149.22,102.0,0,1,1,1,West Indies,Adelaide,1154,42639,3.0,21.0,16.0,2.0,6.0
34.0,125.92,288.0,220,23.0,146.36,102.0,0,1,1,1,Australia,Sydney,1155,42639,21.0,16.0,2.0,6.0,3.0
2.0,40.00,322.0,225,21.6,144.00,102.0,0,1,1,1,West Indies,Brisbane,1157,42639,16.0,2.0,6.0,3.0,34.0
3.0,25.00,324.0,237,20.43,137.97,102.0,0,1,1,1,Australia,Hobart,1160,42639,2.0,6.0,3.0,34.0,2.0
29.0,152.63,327.0,256,20.94,139.06,102.0,0,1,1,1,West Indies,Perth,1161,42639,6.0,3.0,34.0,2.0,3.0
29.0,67.44,356.0,299,21.38,128.76,102.0,0,1,1,1,Australia,Melbourne,1164,42639,3.0,34.0,2.0,3.0,29.0
53.0,98.14,385.0,353,23.05,124.07,102.0,0,1,1,1,West Indies,Sydney,1165,42639,34.0,2.0,3.0,29.0,29.0
0.0,0.00,438.0,360,21.9,121.66,102.0,0,1,2,1,West Indies,Melbourne,1166,42639,2.0,3.0,29.0,29.0,53.0
67.0,121.81,438.0,415,24.04,121.68,102.0,0,2,2,1,Sri Lanka,Sharjah,1190,42639,3.0,29.0,29.0,53.0,0.0
1.0,50.00,505.0,417,23.0,121.34,102.0,0,2,3,1,Zimbabwe,Sharjah,1192,42639,29.0,29.0,53.0,0.0,67.0
7.0,140.00,506.0,422,22.3,121.56,102.0,0,2,3,1,Sri Lanka,Sharjah,1193,42639,29.0,53.0,0.0,67.0,1.0
5.0,38.46,513.0,435,21.58,119.08,102.0,0,2,3,1,Zimbabwe,Sharjah,1196,42639,53.0,0.0,67.0,1.0,7.0
8.0,160.00,518.0,440,21.04,119.54,102.0,0,2,3,1,Sri Lanka,Sharjah,1198,42639,0.0,67.0,1.0,7.0,5.0
59.0,128.26,526.0,486,22.5,120.37,102.0,0,2,3,1,New Zealand,Mohali,1204,42639,67.0,1.0,7.0,5.0,8.0
52.0,179.31,585.0,515,23.59,123.68,102.0,0,2,4,1,Sri Lanka,Gwalior,1205,42639,1.0,7.0,5.0,8.0,59.0
5.0,83.33,637.0,521,22.92,123.22,102.0,0,2,5,1,India,Chennai,1209,42639,7.0,5.0,8.0,59.0,52.0
18.0,180.00,642.0,531,22.75,124.29,102.0,0,2,5,1,Sri Lanka,Mohali,1212,42639,5.0,8.0,59.0,52.0,5.0
17.0,121.42,660.0,545,22.56,124.22,102.0,0,2,5,1,Sri Lanka,Kolkata,1214,42639,8.0,59.0,52.0,5.0,18.0
16.0,133.33,677.0,557,22.35,124.41,102.0,0,2,5,1,Sri Lanka,Colombo (RPS),1216,42639,59.0,52.0,5.0,18.0,17.0
4.0,400.00,693.0,558,22.48,124.91,102.0,0,2,5,1,Bangladesh,Colombo (RPS),1217,42639,52.0,5.0,18.0,17.0,16.0
0.0,0.00,697.0,560,22.48,124.46,102.0,1,1,5,1,India,Colombo (SSC),1219,42639,5.0,18.0,17.0,16.0,4.0
13.0,65.00,697.0,580,22.18,122.41,102.0,2,2,5,1,India,Toronto,1227,42639,18.0,17.0,16.0,4.0,0.0
0.0,0.00,710.0,584,21.51,121.57,102.0,2,2,5,1,India,Toronto,1228,42639,17.0,16.0,4.0,0.0,13.0
47.0,102.17,710.0,630,22.26,120.15,102.0,2,3,5,1,India,Toronto,1229,42639,16.0,4.0,0.0,13.0,0.0
44.0,115.78,757.0,668,22.88,119.91,102.0,2,3,5,1,India,Toronto,1230,42639,4.0,0.0,13.0,0.0,47.0
2.0,100.00,801.0,670,22.3,119.85,102.0,2,3,5,1,India,Toronto,1231,42639,0.0,13.0,0.0,47.0,44.0
39.0,130.00,803.0,700,22.75,120.28,102.0,2,3,5,1,India,Toronto,1232,42639,13.0,0.0,47.0,44.0,2.0
45.0,75.00,842.0,760,23.34,116.71,102.0,2,3,5,1,India,Hyderabad (Sind),1233,42639,0.0,47.0,44.0,2.0,39.0
72.0,128.57,887.0,816,24.58,117.52,102.0,2,3,5,1,India,Karachi,1234,42639,47.0,44.0,2.0,39.0,45.0
47.0,204.34,959.0,839,25.15,119.90,102.0,2,3,6,1,India,Lahore,1236,42639,44.0,2.0,39.0,45.0,72.0
7.0,53.84,1006.0,852,24.7,118.89,102.0,2,3,6,1,South Africa,Lahore,1248,42639,2.0,39.0,45.0,72.0,47.0
17.0,51.51,1013.0,885,24.52,116.38,102.0,2,3,6,1,West Indies,Lahore,1250,42639,39.0,45.0,72.0,47.0,7.0
39.0,86.66,1030.0,930,24.86,114.94,102.0,2,3,6,1,Sri Lanka,Lahore,1251,42639,45.0,72.0,47.0,7.0,17.0
67.0,119.64,1069.0,986,25.81,115.21,102.0,2,3,6,1,West Indies,Sharjah,1260,42639,72.0,47.0,7.0,17.0,39.0
19.0,100.00,1136.0,1005,25.66,114.92,102.0,2,3,7,1,India,Sharjah,1262,42639,47.0,7.0,17.0,39.0,67.0
0.0,0.00,1155.0,1006,25.1,114.81,102.0,2,3,7,1,England,Sharjah,1263,42639,7.0,17.0,39.0,67.0,19.0
5.0,83.33,1155.0,1012,24.68,114.62,102.0,2,4,7,1,India,Dhaka,1273,42639,17.0,39.0,67.0,19.0,0.0
11.0,57.89,1160.0,1031,24.39,113.57,102.0,2,4,7,1,Bangladesh,Dhaka,1274,42639,39.0,67.0,19.0,0.0,5.0
29.0,70.73,1171.0,1072,24.48,111.94,102.0,2,4,7,1,India,Dhaka,1276,42639,67.0,19.0,0.0,5.0,11.0
21.0,161.53,1200.0,1085,24.42,112.53,102.0,2,4,7,1,India,Dhaka,1277,42639,19.0,0.0,5.0,11.0,29.0
18.0,90.00,1221.0,1105,24.29,112.12,102.0,2,4,7,1,India,Dhaka,1279,42639,0.0,5.0,11.0,29.0,21.0
30.0,150.00,1239.0,1125,24.4,112.80,102.0,2,4,7,1,Zimbabwe,Harare,1297,42639,5.0,11.0,29.0,21.0,18.0
32.0,160.00,1269.0,1145,24.54,113.62,102.0,2,4,7,1,Zimbabwe,Harare,1298,42639,11.0,29.0,21.0,18.0,30.0
19.0,73.07,1301.0,1171,24.44,112.72,102.0,2,4,7,1,South Africa,Durban,1303,42639,29.0,21.0,18.0,30.0,32.0
17.0,100.00,1320.0,1188,24.3,112.54,102.0,2,4,7,1,Sri Lanka,Paarl,1312,42639,21.0,18.0,30.0,32.0,19.0
6.0,60.00,1337.0,1198,23.98,112.10,102.0,2,4,7,1,Sri Lanka,Benoni,1317,42639,18.0,30.0,32.0,19.0,17.0
8.0,100.00,1343.0,1206,23.7,112.02,102.0,2,4,7,1,India,Toronto,1349,42639,30.0,32.0,19.0,17.0,6.0
56.0,114.28,1351.0,1255,24.25,112.11,102.0,2,4,7,1,India,Toronto,1350,42639,32.0,19.0,17.0,6.0,8.0
0.0,0.00,1407.0,1257,23.84,111.93,102.0,2,4,8,1,India,Toronto,1351,42639,19.0,17.0,6.0,8.0,56.0
109.0,115.95,1407.0,1351,25.26,112.21,109.0,2,5,8,1,India,Toronto,1352,42639,17.0,6.0,8.0,56.0,0.0
10.0,40.00,1516.0,1376,25.01,110.90,109.0,2,5,8,2,India,Toronto,1353,42639,6.0,8.0,56.0,0.0,109.0
4.0,100.00,1526.0,1380,24.67,110.86,109.0,2,5,8,2,West Indies,Dhaka,1361,42639,8.0,56.0,0.0,109.0,10.0
6.0,60.00,1530.0,1390,24.38,110.50,109.0,2,5,8,2,Australia,Karachi,1365,42639,56.0,0.0,109.0,10.0,4.0
40.0,153.84,1536.0,1416,24.62,111.29,109.0,2,5,8,2,Australia,Lahore,1371,42639,0.0,109.0,10.0,4.0,6.0
2.0,50.00,1576.0,1420,24.27,111.12,109.0,2,5,8,2,Zimbabwe,Gujranwala,1375,42639,109.0,10.0,4.0,6.0,40.0
26.0,86.66,1578.0,1450,24.3,110.62,109.0,2,5,8,2,Zimbabwe,Sheikhupura,1376,42639,10.0,4.0,6.0,40.0,2.0
17.0,77.27,1604.0,1472,24.19,110.12,109.0,2,5,8,2,Bangladesh,Dhaka,1410,42639,4.0,6.0,40.0,2.0,26.0
71.0,101.42,1621.0,1542,24.88,109.72,109.0,2,5,8,2,Sri Lanka,Jamshedpur,1411,42639,6.0,40.0,2.0,26.0,17.0
38.0,115.15,1692.0,1575,25.07,109.84,109.0,2,5,9,2,India,Jaipur,1417,42639,40.0,2.0,26.0,17.0,71.0
0.0,0.00,1730.0,1579,24.71,109.56,109.0,2,5,9,2,Sri Lanka,Visakhapatnam,1423,42639,2.0,26.0,17.0,71.0,38.0
16.0,76.19,1730.0,1600,24.59,109.12,109.0,2,6,9,2,India,Mohali,1427,42639,26.0,17.0,71.0,38.0,0.0
65.0,106.55,1746.0,1661,25.15,109.03,109.0,2,6,9,2,India,Bengaluru,1428,42639,17.0,71.0,38.0,0.0,16.0
41.0,75.92,1811.0,1715,25.36,107.98,109.0,2,6,10,2,England,Sharjah,1429,42639,71.0,38.0,0.0,16.0,65.0
28.0,77.77,1852.0,1751,25.4,107.36,109.0,2,6,10,2,India,Sharjah,1430,42639,38.0,0.0,16.0,65.0,41.0
3.0,30.00,1880.0,1761,25.1,106.92,109.0,2,6,10,2,England,Sharjah,1434,42639,0.0,16.0,65.0,41.0,28.0
5.0,55.55,1883.0,1770,24.84,106.66,109.0,2,6,10,2,India,Sharjah,1435,42639,16.0,65.0,41.0,28.0,3.0
24.0,58.53,1888.0,1811,24.83,105.57,109.0,2,6,10,2,India,Sharjah,1437,42639,65.0,41.0,28.0,3.0,5.0
11.0,57.89,1912.0,1830,24.65,105.08,109.0,2,6,10,2,West Indies,Bristol,1447,42639,41.0,28.0,3.0,5.0,24.0
7.0,77.77,1923.0,1839,24.43,104.94,109.0,2,6,10,2,Scotland,Chester-le-Street,1453,42639,28.0,3.0,5.0,24.0,11.0
17.0,77.27,1930.0,1861,24.33,104.62,109.0,2,6,10,2,New Zealand,Derby,1466,42639,3.0,5.0,24.0,11.0,7.0
