Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id,m1,m2,m3,m4,m5
29.0,138.09,7274.0,8527,41.97,85.64,143.0,18,8,43,18,Zimbabwe,Bulawayo,1355,35320,53.0,17.0,128.0,77.0,127.0
2.0,33.33,7303.0,8533,41.74,85.60,143.0,18,8,43,18,Zimbabwe,Harare,1356,35320,17.0,128.0,77.0,127.0,29.0
141.0,110.15,7305.0,8661,42.3,85.97,143.0,18,8,43,18,Australia,Dhaka,1360,35320,128.0,77.0,127.0,29.0,2.0
8.0,57.14,7446.0,8675,42.11,85.92,143.0,18,8,43,19,West Indies,Dhaka,1363,35320,77.0,127.0,29.0,2.0,141.0
3.0,50.00,7454.0,8681,41.89,85.90,143.0,18,8,43,19,Sri Lanka,Sharjah,1366,35320,127.0,29.0,2.0,141.0,8.0
118.0,105.35,7457.0,8793,42.55,86.14,143.0,18,8,43,19,Zimbabwe,Sharjah,1369,35320,29.0,2.0,141.0,8.0,3.0
18.0,64.28,7575.0,8821,42.41,86.07,143.0,19,8,43,20,Sri Lanka,Sharjah,1370,35320,2.0,141.0,8.0,3.0,118.0
11.0,91.66,7593.0,8833,42.24,86.08,143.0,19,8,43,20,Zimbabwe,Sharjah,1373,35320,141.0,8.0,3.0,118.0,18.0
124.0,134.78,7604.0,8925,42.93,86.58,143.0,19,8,43,20,Zimbabwe,Sharjah,1374,35320,8.0,3.0,118.0,18.0,11.0
0.0,0.00,7728.0,8930,42.69,86.53,143.0,20,8,43,21,New Zealand,Taupo,1378,35320,3.0,118.0,18.0,11.0,124.0
23.0,121.05,7728.0,8949,42.58,86.61,143.0,20,9,43,21,New Zealand,Napier,1381,35320,118.0,18.0,11.0,124.0,0.0
45.0,107.14,7751.0,8991,42.6,86.70,143.0,20,9,43,21,New Zealand,Wellington,1383,35320,18.0,11.0,124.0,0.0,23.0
5.0,41.66,7796.0,9003,42.39,86.64,143.0,20,9,43,21,New Zealand,Auckland,1385,35320,11.0,124.0,0.0,23.0,45.0
28.0,60.86,7801.0,9049,42.31,86.51,143.0,20,9,43,21,South Africa,Hove,1444,35320,124.0,0.0,23.0,45.0,5.0
140.0,138.61,7829.0,9150,43.07,87.09,143.0,20,9,43,21,Kenya,Bristol,1457,35320,0.0,23.0,45.0,5.0,28.0
2.0,66.66,7969.0,9153,42.85,87.08,143.0,21,9,43,22,Sri Lanka,Taunton,1463,35320,23.0,45.0,5.0,28.0,140.0
22.0,55.00,7971.0,9193,42.74,86.94,143.0,21,9,43,22,England,Birmingham,1467,35320,45.0,5.0,28.0,140.0,2.0
0.0,0.00,7993.0,9197,42.51,86.90,143.0,21,9,43,22,Australia,The Oval,1473,35320,5.0,28.0,140.0,2.0,22.0
45.0,69.23,7993.0,9262,42.52,86.78,143.0,21,10,43,22,Pakistan,Manchester,1476,35320,28.0,140.0,2.0,22.0,0.0
16.0,72.72,8038.0,9284,42.38,86.75,143.0,21,10,43,22,New Zealand,Nottingham,1480,35320,140.0,2.0,22.0,0.0,45.0
14.0,42.42,8054.0,9317,42.24,86.59,143.0,21,10,43,22,Australia,Galle,1486,35320,2.0,22.0,0.0,45.0,16.0
37.0,63.79,8068.0,9375,42.21,86.45,143.0,21,10,43,22,Sri Lanka,Colombo (RPS),1487,35320,22.0,0.0,45.0,16.0,14.0
120.0,85.10,8105.0,9516,42.61,86.43,143.0,21,10,43,22,Sri Lanka,Colombo (SSC),1490,35320,0.0,45.0,16.0,14.0,37.0
85.0,118.05,8225.0,9588,42.83,86.67,143.0,21,10,43,23,Zimbabwe,Singapore,1493,35320,45.0,16.0,14.0,37.0,120.0
40.0,61.53,8310.0,9653,42.82,86.50,143.0,21,10,44,23,West Indies,Singapore,1495,35320,16.0,14.0,37.0,120.0,85.0
0.0,0.00,8350.0,9659,42.6,86.44,143.0,21,10,44,23,West Indies,Singapore,1496,35320,14.0,37.0,120.0,85.0,40.0
32.0,103.22,8350.0,9690,42.54,86.50,143.0,21,11,44,23,New Zealand,Rajkot,1522,35320,37.0,120.0,85.0,40.0,0.0
186.0,124.00,8382.0,9840,43.49,87.07,186.0,21,11,44,23,New Zealand,Hyderabad (Deccan),1523,35320,120.0,85.0,40.0,0.0,32.0
1.0,4.34,8568.0,9863,43.27,86.88,186.0,22,11,44,24,New Zealand,Gwalior,1524,35320,85.0,40.0,0.0,32.0,186.0
2.0,20.00,8569.0,9873,43.07,86.81,186.0,22,11,44,24,New Zealand,Guwahati,1525,35320,40.0,0.0,32.0,186.0,1.0
0.0,0.00,8571.0,9876,42.85,86.78,186.0,22,11,44,24,New Zealand,Delhi,1526,35320,0.0,32.0,186.0,1.0,2.0
13.0,50.00,8571.0,9902,42.7,86.68,186.0,22,12,44,24,Pakistan,Brisbane,1537,35320,32.0,186.0,1.0,2.0,0.0
12.0,109.09,8584.0,9913,42.55,86.71,186.0,22,12,44,24,Australia,Melbourne,1539,35320,186.0,1.0,2.0,0.0,13.0
1.0,9.09,8596.0,9924,42.34,86.62,186.0,22,12,44,24,Australia,Sydney,1540,35320,1.0,2.0,0.0,13.0,12.0
93.0,90.29,8597.0,10027,42.59,86.66,186.0,22,12,44,24,Pakistan,Hobart,1543,35320,2.0,0.0,13.0,12.0,1.0
41.0,89.13,8690.0,10073,42.59,86.67,186.0,22,12,45,24,Pakistan,Adelaide,1547,35320,0.0,13.0,12.0,1.0,93.0
18.0,64.28,8731.0,10101,42.47,86.61,186.0,22,12,45,24,Australia,Adelaide,1548,35320,13.0,12.0,1.0,93.0,41.0
17.0,121.42,8749.0,10115,42.34,86.66,186.0,22,12,45,24,Pakistan,Perth,1550,35320,12.0,1.0,93.0,41.0,18.0
3.0,14.28,8766.0,10136,42.15,86.51,186.0,22,12,45,24,Australia,Perth,1552,35320,1.0,93.0,41.0,18.0,17.0
26.0,104.00,8769.0,10161,42.08,86.55,186.0,22,12,45,24,South Africa,Kochi,1572,35320,93.0,41.0,18.0,17.0,3.0
21.0,67.74,8795.0,10192,41.98,86.49,186.0,22,12,45,24,South Africa,Jamshedpur,1573,35320,41.0,18.0,17.0,3.0,26.0
12.0,42.85,8816.0,10220,41.83,86.37,186.0,22,12,45,24,South Africa,Faridabad,1574,35320,18.0,17.0,3.0,26.0,21.0
122.0,88.40,8828.0,10358,42.21,86.40,186.0,22,12,45,24,South Africa,Vadodara,1575,35320,17.0,3.0,26.0,21.0,12.0
93.0,104.49,8950.0,10447,42.45,86.56,186.0,22,12,45,25,South Africa,Nagpur,1576,35320,3.0,26.0,21.0,12.0,122.0
5.0,62.50,9043.0,10455,42.28,86.54,186.0,22,12,46,25,South Africa,Sharjah,1577,35320,26.0,21.0,12.0,122.0,93.0
11.0,39.28,9048.0,10483,42.13,86.41,186.0,22,12,46,25,Pakistan,Sharjah,1578,35320,21.0,12.0,122.0,93.0,5.0
10.0,55.55,9059.0,10501,41.98,86.36,186.0,22,12,46,25,Pakistan,Sharjah,1580,35320,12.0,122.0,93.0,5.0,11.0
39.0,57.35,9069.0,10569,41.97,86.17,186.0,22,12,46,25,South Africa,Sharjah,1581,35320,122.0,93.0,5.0,11.0,10.0
36.0,144.00,9108.0,10594,41.94,86.31,186.0,22,12,46,25,Bangladesh,Dhaka,1597,35320,93.0,5.0,11.0,10.0,39.0
93.0,97.89,9144.0,10689,42.17,86.41,186.0,22,12,46,25,Sri Lanka,Dhaka,1598,35320,5.0,11.0,10.0,39.0,36.0
25.0,83.33,9237.0,10719,42.1,86.40,186.0,22,12,47,25,Pakistan,Dhaka,1600,35320,11.0,10.0,39.0,36.0,93.0
25.0,71.42,9262.0,10754,42.02,86.35,186.0,22,12,47,25,Kenya,Nairobi (Gym),1630,35320,10.0,39.0,36.0,93.0,25.0
38.0,102.70,9287.0,10791,42.0,86.41,186.0,22,12,47,25,Australia,Nairobi (Gym),1633,35320,39.0,36.0,93.0,25.0,25.0
39.0,78.00,9325.0,10841,41.99,86.37,186.0,22,12,47,25,South Africa,Nairobi (Gym),1638,35320,36.0,93.0,25.0,25.0,38.0
69.0,83.13,9364.0,10924,42.11,86.35,186.0,22,12,47,25,New Zealand,Nairobi (Gym),1639,35320,93.0,25.0,25.0,38.0,39.0
101.0,72.14,9433.0,11064,42.37,86.17,186.0,22,12,48,25,Sri Lanka,Sharjah,1640,35320,25.0,25.0,38.0,39.0,69.0
8.0,53.33,9534.0,11079,42.22,86.12,186.0,22,12,48,26,Zimbabwe,Sharjah,1644,35320,25.0,38.0,39.0,69.0,101.0
4.0,40.00,9542.0,11089,42.05,86.08,186.0,22,12,48,26,Zimbabwe,Sharjah,1648,35320,38.0,39.0,69.0,101.0,8.0
61.0,112.96,9546.0,11143,42.13,86.21,186.0,22,12,48,26,Sri Lanka,Sharjah,1650,35320,39.0,69.0,101.0,8.0,4.0
5.0,45.45,9607.0,11154,41.97,86.17,186.0,22,12,49,26,Sri Lanka,Sharjah,1652,35320,69.0,101.0,8.0,4.0,61.0
44.0,89.79,9612.0,11203,41.98,86.19,186.0,22,12,49,26,Zimbabwe,Cuttack,1656,35320,101.0,8.0,4.0,61.0,5.0
8.0,40.00,9656.0,11223,41.83,86.10,186.0,22,12,49,26,Zimbabwe,Ahmedabad,1657,35320,8.0,4.0,61.0,5.0,44.0
146.0,95.42,9664.0,11376,42.28,86.23,186.0,22,12,49,26,Zimbabwe,Jodhpur,1658,35320,4.0,61.0,5.0,44.0,8.0
62.0,72.09,9810.0,11462,42.36,86.12,186.0,22,12,49,27,Zimbabwe,Kanpur,1659,35320,61.0,5.0,44.0,8.0,146.0
27.0,71.05,9872.0,11500,42.3,86.07,186.0,22,12,50,27,Zimbabwe,Rajkot,1660,35320,5.0,44.0,8.0,146.0,62.0
35.0,134.61,9899.0,11526,42.27,86.18,186.0,22,12,50,27,Australia,Bengaluru,1696,35320,44.0,8.0,146.0,62.0,27.0
32.0,110.34,9934.0,11555,42.22,86.24,186.0,22,12,50,27,Australia,Pune,1698,35320,8.0,146.0,62.0,27.0,35.0
139.0,111.20,9966.0,11680,42.63,86.51,186.0,22,12,50,27,Australia,Indore,1699,35320,146.0,62.0,27.0,35.0,32.0
62.0,163.15,10105.0,11718,42.71,86.76,186.0,22,12,50,28,Australia,Visakhapatnam,1700,35320,62.0,27.0,35.0,32.0,139.0
12.0,80.00,10167.0,11733,42.58,86.75,186.0,22,12,51,28,Australia,Margao,1701,35320,27.0,35.0,32.0,139.0,62.0
70.0,100.00,10179.0,11803,42.88,86.83,186.0,22,12,51,28,Zimbabwe,Harare,1729,35320,35.0,32.0,139.0,62.0,12.0
9.0,33.33,10249.0,11830,42.74,86.71,186.0,23,12,52,28,Zimbabwe,Bulawayo,1730,35320,32.0,139.0,62.0,12.0,70.0
81.0,73.63,10258.0,11940,43.07,86.59,186.0,23,12,52,28,West Indies,Bulawayo,1731,35320,139.0,62.0,12.0,70.0,9.0
122.0,93.12,10339.0,12071,43.58,86.66,186.0,24,12,53,28,West Indies,Harare,1733,35320,62.0,12.0,70.0,9.0,81.0
0.0,0.00,10461.0,12075,43.4,86.63,186.0,25,12,53,29,West Indies,Harare,1734,35320,12.0,70.0,9.0,81.0,122.0
101.0,78.29,10461.0,12204,43.64,86.54,186.0,25,13,53,29,South Africa,Johannesburg,1752,35320,70.0,9.0,81.0,122.0,0.0
38.0,66.66,10562.0,12261,43.62,86.45,186.0,25,13,53,30,South Africa,Centurion,1757,35320,9.0,81.0,122.0,0.0,101.0
3.0,15.00,10600.0,12281,43.45,86.33,186.0,25,13,53,30,Kenya,Port Elizabeth,1761,35320,81.0,122.0,0.0,101.0,38.0
37.0,105.71,10603.0,12316,43.42,86.39,186.0,25,13,53,30,South Africa,East London,1762,35320,122.0,0.0,101.0,38.0,3.0
146.0,110.60,10640.0,12448,43.84,86.64,186.0,25,13,53,30,Kenya,Paarl,1764,35320,0.0,101.0,38.0,3.0,37.0
17.0,40.47,10786.0,12490,43.73,86.49,186.0,25,13,53,31,South Africa,Durban,1766,35320,101.0,38.0,3.0,37.0,146.0
36.0,83.72,10803.0,12533,43.7,86.48,186.0,25,13,53,31,England,Kolkata,1788,35320,38.0,3.0,37.0,146.0,17.0
45.0,75.00,10839.0,12593,43.71,86.42,186.0,25,13,53,31,England,Cuttack,1792,35320,3.0,37.0,146.0,17.0,36.0
68.0,86.07,10884.0,12672,43.8,86.42,186.0,25,13,53,31,England,Chennai,1795,35320,37.0,146.0,17.0,36.0,45.0
87.0,129.85,10952.0,12739,44.15,86.65,186.0,25,13,54,31,England,Kanpur,1798,35320,146.0,17.0,36.0,45.0,68.0
18.0,112.50,11039.0,12755,44.05,86.68,186.0,26,13,55,31,England,Delhi,1800,35320,17.0,36.0,45.0,68.0,87.0
12.0,66.66,11057.0,12773,43.92,86.65,186.0,26,13,55,31,England,Mumbai,1803,35320,36.0,45.0,68.0,87.0,18.0
34.0,75.55,11069.0,12818,44.05,86.62,186.0,26,13,55,31,West Indies,Bridgetown,1836,35320,45.0,68.0,87.0,18.0,12.0
65.0,92.85,11103.0,12888,44.14,86.65,186.0,27,13,55,31,West Indies,Port of Spain,1838,35320,68.0,87.0,18.0,12.0,34.0
1.0,11.11,11168.0,12897,43.97,86.60,186.0,27,13,56,31,England,Lord's,1848,35320,87.0,18.0,12.0,34.0,65.0
49.0,70.00,11169.0,12967,43.99,86.51,186.0,27,13,56,31,Sri Lanka,The Oval,1849,35320,18.0,12.0,34.0,65.0,1.0
105.0,97.22,11218.0,13075,44.4,86.60,186.0,27,13,56,31,England,Chester-le-Street,1851,35320,12.0,34.0,65.0,1.0,49.0
19.0,76.00,11323.0,13100,44.3,86.58,186.0,28,13,56,32,Sri Lanka,Birmingham,1852,35320,34.0,65.0,1.0,49.0,105.0
36.0,124.13,11342.0,13129,44.27,86.66,186.0,28,13,56,32,England,The Oval,1854,35320,65.0,1.0,49.0,105.0,19.0
113.0,110.78,11378.0,13231,44.53,86.84,186.0,28,13,56,32,Sri Lanka,Bristol,1855,35320,1.0,49.0,105.0,19.0,36.0
14.0,73.68,11491.0,13250,44.42,86.83,186.0,28,13,56,33,England,Lord's,1856,35320,49.0,105.0,19.0,36.0,113.0
7.0,43.75,11505.0,13266,44.27,86.77,186.0,28,13,56,33,Zimbabwe,Colombo (RPS),1876,35320,105.0,19.0,36.0,113.0,14.0
9.0,45.00,11512.0,13286,44.31,86.71,186.0,28,13,56,33,England,Colombo (RPS),1884,35320,19.0,36.0,113.0,14.0,7.0
16.0,55.17,11521.0,13315,44.2,86.64,186.0,29,13,56,33,South Africa,Colombo (RPS),1886,35320,36.0,113.0,14.0,7.0,9.0
7.0,31.81,11537.0,13337,44.22,86.55,186.0,29,13,56,33,Sri Lanka,Colombo (RPS),1889,35320,113.0,14.0,7.0,9.0,16.0
0.0,0.00,11544.0,13347,44.06,86.49,186.0,30,13,56,33,New Zealand,Wellington,1930,35320,14.0,7.0,9.0,16.0,7.0
1.0,7.69,11544.0,13360,43.89,86.41,186.0,30,14,56,33,New Zealand,Auckland,1933,35320,7.0,9.0,16.0,7.0,0.0
1.0,16.66,11545.0,13366,43.73,86.38,186.0,30,14,56,33,New Zealand,Hamilton,1935,35320,9.0,16.0,7.0,0.0,1.0
52.0,72.22,11546.0,13438,43.76,86.30,186.0,30,14,56,33,Netherlands,Paarl,1948,35320,16.0,7.0,0.0,1.0,1.0
36.0,61.01,11598.0,13497,43.73,86.19,186.0,30,14,57,33,Australia,Centurion,1951,35320,7.0,0.0,1.0,1.0,52.0
81.0,89.01,11634.0,13588,43.87,86.21,186.0,30,14,57,33,Zimbabwe,Harare,1957,35320,0.0,1.0,1.0,52.0,36.0
152.0,100.66,11715.0,13739,44.27,86.37,186.0,30,14,58,33,Namibia,Pietermaritzburg,1964,35320,1.0,1.0,52.0,36.0,81.0
50.0,96.15,11867.0,13791,44.3,86.41,186.0,30,14,58,34,England,Durban,1969,35320,1.0,52.0,36.0,81.0,152.0
98.0,130.66,11917.0,13866,44.5,86.65,186.0,30,14,59,34,Pakistan,Centurion,1975,35320,52.0,36.0,81.0,152.0,50.0
5.0,41.66,12015.0,13878,44.35,86.61,186.0,30,14,60,34,Kenya,Cape Town,1983,35320,36.0,81.0,152.0,50.0,98.0
97.0,80.83,12020.0,13998,44.54,86.56,186.0,30,14,60,34,Sri Lanka,Johannesburg,1985,35320,81.0,152.0,50.0,98.0,5.0
15.0,93.75,12117.0,14014,44.43,86.57,186.0,30,14,61,34,New Zealand,Centurion,1988,35320,152.0,50.0,98.0,5.0,97.0
83.0,82.17,12132.0,14115,44.58,86.53,186.0,30,14,61,34,Kenya,Durban,1992,35320,50.0,98.0,5.0,97.0,15.0
4.0,80.00,12215.0,14120,44.43,86.53,186.0,30,14,62,34,Australia,Johannesburg,1993,35320,98.0,5.0,97.0,15.0,83.0
48.0,72.72,12219.0,14186,44.6,86.47,186.0,30,14,62,34,New Zealand,Chennai,2051,35320,5.0,97.0,15.0,83.0,4.0
100.0,84.03,12267.0,14305,44.8,86.45,186.0,31,14,62,34,Australia,Gwalior,2052,35320,97.0,15.0,83.0,4.0,48.0
68.0,89.47,12367.0,14381,44.89,86.46,186.0,31,14,62,35,Australia,Mumbai,2054,35320,15.0,83.0,4.0,48.0,100.0
14.0,100.00,12435.0,14395,44.78,86.48,186.0,31,14,63,35,New Zealand,Cuttack,2056,35320,83.0,4.0,48.0,100.0,68.0
89.0,97.80,12449.0,14486,44.93,86.55,186.0,31,14,63,35,Australia,Bengaluru,2061,35320,4.0,48.0,100.0,68.0,14.0
102.0,112.08,12538.0,14577,45.14,86.71,186.0,31,14,64,35,New Zealand,Hyderabad (Deccan),2062,35320,48.0,100.0,68.0,14.0,89.0
45.0,68.18,12640.0,14643,45.14,86.62,186.0,31,14,64,36,Australia,Kolkata,2064,35320,100.0,68.0,14.0,89.0,102.0
63.0,91.30,12685.0,14712,45.2,86.65,186.0,31,14,64,36,Australia,Melbourne,2077,35320,68.0,14.0,89.0,102.0,45.0
44.0,74.57,12748.0,14771,45.2,86.60,186.0,31,14,65,36,Zimbabwe,Hobart,2080,35320,14.0,89.0,102.0,45.0,63.0
86.0,90.52,12792.0,14866,45.34,86.62,186.0,31,14,65,36,Australia,Brisbane,2084,35320,89.0,102.0,45.0,63.0,44.0
5.0,83.33,12878.0,14872,45.2,86.62,186.0,31,14,66,36,Australia,Perth,2093,35320,102.0,45.0,63.0,44.0,86.0
3.0,37.50,12883.0,14880,45.05,86.59,186.0,31,14,66,36,Zimbabwe,Perth,2095,35320,45.0,63.0,44.0,86.0,5.0
8.0,36.36,12886.0,14902,44.92,86.52,186.0,31,14,66,36,Australia,Melbourne,2097,35320,63.0,44.0,86.0,5.0,3.0
27.0,67.50,12894.0,14942,44.86,86.47,186.0,31,14,66,36,Australia,Sydney,2098,35320,44.0,86.0,5.0,3.0,8.0
28.0,80.00,12921.0,14977,44.8,86.45,186.0,31,14,66,36,Pakistan,Karachi,2112,35320,86.0,5.0,3.0,8.0,27.0
141.0,104.44,12949.0,15112,45.13,86.61,186.0,31,14,66,36,Pakistan,Rawalpindi,2114,35320,5.0,3.0,8.0,27.0,28.0
0.0,0.00,13090.0,15117,44.98,86.59,186.0,31,14,66,37,Pakistan,Peshawar,2115,35320,3.0,8.0,27.0,28.0,141.0
7.0,53.84,13090.0,15130,44.85,86.56,186.0,31,15,66,37,Pakistan,Lahore,2116,35320,8.0,27.0,28.0,141.0,0.0
37.0,77.08,13097.0,15178,44.82,86.53,186.0,31,15,66,37,Pakistan,Lahore,2117,35320,27.0,28.0,141.0,0.0,7.0
18.0,72.00,13134.0,15203,44.73,86.50,186.0,31,15,66,37,U.A.E.,Dambulla,2144,35320,28.0,141.0,0.0,7.0,37.0
11.0,84.61,13152.0,15216,44.62,86.50,186.0,31,15,66,37,Sri Lanka,Dambulla,2148,35320,141.0,0.0,7.0,37.0,18.0
82.0,65.07,13163.0,15342,44.89,86.33,186.0,31,15,66,37,Bangladesh,Colombo (SSC),2149,35320,0.0,7.0,37.0,18.0,11.0
78.0,75.72,13245.0,15445,45.01,86.26,186.0,32,15,67,37,Pakistan,Colombo (RPS),2152,35320,7.0,37.0,18.0,11.0,82.0
18.0,85.71,13323.0,15466,44.91,86.26,186.0,32,15,68,37,Sri Lanka,Colombo (RPS),2153,35320,37.0,18.0,11.0,82.0,78.0
74.0,74.00,13341.0,15566,45.01,86.18,186.0,32,15,68,37,Sri Lanka,Colombo (RPS),2155,35320,18.0,11.0,82.0,78.0,18.0
16.0,94.11,13415.0,15583,44.91,86.19,186.0,32,15,69,37,Pakistan,Kolkata,2192,35320,11.0,82.0,78.0,18.0,74.0
19.0,59.37,13431.0,15615,44.83,86.13,186.0,32,15,69,37,Bangladesh,Chattogram,2199,35320,82.0,78.0,18.0,74.0,16.0
47.0,111.90,13450.0,15657,44.84,86.20,186.0,32,15,69,37,Bangladesh,Dhaka,2202,35320,78.0,18.0,74.0,16.0,19.0
4.0,100.00,13497.0,15661,44.7,86.20,186.0,32,15,69,37,Pakistan,Kochi,2235,35320,18.0,74.0,16.0,19.0,47.0
2.0,25.00,13501.0,15669,44.56,86.17,186.0,32,15,69,37,Pakistan,Visakhapatnam,2236,35320,74.0,16.0,19.0,47.0,4.0
6.0,54.54,13503.0,15680,44.43,86.15,186.0,32,15,69,37,Pakistan,Jamshedpur,2237,35320,16.0,19.0,47.0,4.0,2.0
123.0,94.61,13509.0,15810,44.69,86.22,186.0,32,15,69,37,Pakistan,Ahmedabad,2238,35320,19.0,47.0,4.0,2.0,6.0
1.0,10.00,13632.0,15820,44.55,86.17,186.0,32,15,69,38,Pakistan,Kanpur,2239,35320,47.0,4.0,2.0,6.0,123.0
9.0,60.00,13633.0,15835,44.43,86.15,186.0,32,15,69,38,Pakistan,Delhi,2240,35320,4.0,2.0,6.0,123.0,1.0
93.0,96.87,13642.0,15931,44.59,86.21,186.0,32,15,69,38,Sri Lanka,Nagpur,2286,35320,2.0,6.0,123.0,1.0,9.0
67.0,97.10,13735.0,16000,44.81,86.26,186.0,32,15,70,38,Sri Lanka,Mohali,2287,35320,6.0,123.0,1.0,9.0,93.0
2.0,66.66,13802.0,16003,44.67,86.25,186.0,33,15,71,38,Sri Lanka,Jaipur,2290,35320,123.0,1.0,9.0,93.0,67.0
11.0,57.89,13804.0,16022,44.56,86.22,186.0,33,15,71,38,Sri Lanka,Pune,2291,35320,1.0,9.0,93.0,67.0,2.0
19.0,63.33,13815.0,16052,44.48,86.18,186.0,33,15,71,38,Sri Lanka,Rajkot,2295,35320,9.0,93.0,67.0,2.0,11.0
39.0,81.25,13834.0,16100,44.46,86.16,186.0,33,15,71,38,Sri Lanka,Vadodara,2296,35320,93.0,67.0,2.0,11.0,19.0
2.0,22.22,13873.0,16109,44.32,86.13,186.0,33,15,71,38,South Africa,Hyderabad (Deccan),2297,35320,67.0,2.0,11.0,19.0,39.0
2.0,9.09,13875.0,16131,44.19,86.02,186.0,33,15,71,38,South Africa,Bengaluru,2298,35320,2.0,11.0,19.0,39.0,2.0
2.0,13.33,13877.0,16146,44.06,85.95,186.0,33,15,71,38,South Africa,Kolkata,2299,35320,11.0,19.0,39.0,2.0,2.0
30.0,68.18,13879.0,16190,44.01,85.91,186.0,33,15,71,38,South Africa,Mumbai,2300,35320,19.0,39.0,2.0,2.0,2.0
100.0,88.49,13909.0,16303,44.19,85.92,186.0,33,15,71,38,Pakistan,Peshawar,2324,35320,39.0,2.0,2.0,2.0,30.0
42.0,97.67,14009.0,16346,44.18,85.95,186.0,33,15,71,39,Pakistan,Rawalpindi,2327,35320,2.0,2.0,2.0,30.0,100.0
95.0,91.34,14051.0,16450,44.34,85.99,186.0,33,15,71,39,Pakistan,Lahore,2329,35320,2.0,2.0,30.0,100.0,42.0
0.0,0.00,14146.0,16453,44.2,85.97,186.0,33,15,72,39,Pakistan,Multan,2331,35320,2.0,30.0,100.0,42.0,95.0
2.0,66.66,14146.0,16456,44.21,85.97,186.0,33,16,72,39,Sri Lanka,Colombo (SSC),2405,35320,30.0,100.0,42.0,95.0,0.0
141.0,95.27,14148.0,16604,44.65,86.05,186.0,34,16,72,39,West Indies,Kuala Lumpur,2414,35320,100.0,42.0,95.0,0.0,2.0
12.0,70.58,14289.0,16621,44.55,86.04,186.0,35,16,72,40,Australia,Kuala Lumpur,2416,35320,42.0,95.0,0.0,2.0,141.0
65.0,63.72,14301.0,16723,44.61,85.90,186.0,35,16,72,40,West Indies,Kuala Lumpur,2419,35320,95.0,0.0,2.0,141.0,12.0
4.0,40.00,14366.0,16733,44.48,85.87,186.0,35,16,73,40,Australia,Kuala Lumpur,2421,35320,0.0,2.0,141.0,12.0,65.0
35.0,85.36,14370.0,16774,44.45,85.87,186.0,35,16,73,40,England,Jaipur,2429,35320,2.0,141.0,12.0,65.0,4.0
29.0,64.44,14405.0,16819,44.41,85.81,186.0,35,16,73,40,West Indies,Ahmedabad,2437,35320,141.0,12.0,65.0,4.0,35.0
10.0,38.46,14434.0,16845,44.3,85.74,186.0,35,16,73,40,Australia,Mohali,2440,35320,12.0,65.0,4.0,35.0,29.0
35.0,68.62,14444.0,16896,44.27,85.69,186.0,35,16,73,40,South Africa,Durban,2447,35320,65.0,4.0,35.0,29.0,10.0
2.0,22.22,14479.0,16905,44.14,85.66,186.0,35,16,73,40,South Africa,Cape Town,2449,35320,4.0,35.0,29.0,10.0,35.0
1.0,33.33,14481.0,16908,44.01,85.65,186.0,35,16,73,40,South Africa,Port Elizabeth,2452,35320,35.0,29.0,10.0,35.0,2.0
55.0,56.70,14482.0,17005,44.05,85.48,186.0,35,16,73,40,South Africa,Centurion,2458,35320,29.0,10.0,35.0,2.0,1.0
31.0,81.57,14537.0,17043,44.01,85.47,186.0,35,16,74,40,West Indies,Nagpur,2480,35320,10.0,35.0,2.0,1.0,55.0
0.0,0.00,14568.0,17049,43.87,85.44,186.0,35,16,74,40,West Indies,Cuttack,2485,35320,35.0,2.0,1.0,55.0,31.0
60.0,90.90,14568.0,17115,43.92,85.46,186.0,35,17,74,40,West Indies,Chennai,2487,35320,2.0,1.0,55.0,31.0,0.0
100.0,131.57,14628.0,17191,44.22,85.67,186.0,35,17,75,40,West Indies,Vadodara,2493,35320,1.0,55.0,31.0,0.0,60.0
54.0,88.52,14728.0,17252,44.25,85.68,186.0,36,17,75,41,Sri Lanka,Rajkot,2520,35320,55.0,31.0,0.0,60.0,100.0
1.0,12.50,14782.0,17260,44.12,85.64,186.0,36,17,76,41,Sri Lanka,Margao,2522,35320,31.0,0.0,60.0,100.0,54.0
7.0,26.92,14783.0,17286,44.01,85.56,186.0,36,17,76,41,Bangladesh,Port of Spain,2538,35320,0.0,60.0,100.0,54.0,1.0
57.0,196.55,14790.0,17315,44.18,85.74,186.0,36,17,76,41,Bermuda,Port of Spain,2542,35320,60.0,100.0,54.0,1.0,7.0
0.0,0.00,14847.0,17318,44.05,85.73,186.0,37,17,77,41,Sri Lanka,Port of Spain,2550,35320,100.0,54.0,1.0,7.0,57.0
4.0,133.33,14847.0,17321,43.93,85.73,186.0,37,18,77,41,Ireland,Belfast,2590,35320,54.0,1.0,7.0,57.0,0.0
99.0,69.23,14851.0,17464,44.1,85.60,186.0,37,18,77,41,South Africa,Belfast,2592,35320,1.0,7.0,57.0,0.0,4.0
93.0,87.73,14950.0,17570,44.24,85.61,186.0,37,18,78,41,South Africa,Belfast,2593,35320,7.0,57.0,0.0,4.0,99.0
8.0,100.00,15043.0,17578,44.13,85.62,186.0,37,18,79,41,South Africa,Belfast,2595,35320,57.0,0.0,4.0,99.0,93.0
17.0,51.51,15051.0,17611,44.05,85.56,186.0,37,18,79,41,England,Southampton,2611,35320,0.0,4.0,99.0,93.0,8.0
